last_name,first_name,middle_init,agency
Nunez,Marco,Daniel,Imperial County Superior Court
Nur,Rubiya,None,Los Angeles County Superior Court
Nystrom-Geist,Kimberly,J,Fresno County Superior Court
Ocampo,Ricardo,R,Los Angeles County Superior Court
Ochoa,Gilbert,G,San Bernardino County Superior Court
Oglesby,John,None,Kern County Superior Court
Ohta,Sam,None,Los Angeles County Superior Court
Oldendorf,Margaret,L,Los Angeles County Superior Court
Oliver,Euketa,None,San Diego County Superior Court
Olivera,Elizabeth,U,Colusa County Superior Court
Olmedo,Charlaine,F,Los Angeles County Superior Court
Olson,Gregory,J,Riverside County Superior Court
Olson,Lynn,D,Los Angeles County Superior Court
Ong,Tomson,None,Los Angeles County Superior Court
Onishi,Rei,Robert,Sacramento County Superior Court
Orcutt,Charlotte,J,San Joaquin County Superior Court
Organ-Bowles,Tiffany,None,Kern County Superior Court
Ornell,Lawrence,E,Sonoma County Superior Court
Oros,Delbert,None,Sacramento County Superior Court
Orozco,Gary,R,Fresno County Superior Court
Ortiz,Elia,None,Napa County Superior Court
Ortiz,Joseph,None,San Bernardino County Superior Court
Ostiller,Cathy,None,Los Angeles County Superior Court
Ottenweller,Peter,K,Sonoma County Superior Court
Otto,James,D,Los Angeles County Superior Court
Ottolia,Daniel,A,Riverside County Superior Court
Overton,Carol,W,Santa Clara County Superior Court
Pace,Annemarie,G,San Bernardino County Superior Court
Pacheco,John,M,San Bernardino County Superior Court
Pacheco,Richard,E,Orange County Superior Court
Pacione,Lisa,None,Kern County Superior Court
Paer,Gary,None,Orange County Superior Court
Pal,Alexander,Jason,Sacramento County Superior Court
Palacios,Patrick,Kevin,San Benito County Superior Court
Palafox,Julie,None,Orange County Superior Court
Palazuelos,Yvette,M,Los Angeles County Superior Court
Pallone,Christopher,None,San Bernardino County Superior Court
Panetta,Carrie,M,Monterey County Superior Court
Pardo,Oscar,Amor,Sonoma County Superior Court
Park,Ann,H,Los Angeles County Superior Court
Parker,Pamela,M,San Diego County Superior Court
Parker,Perry,None,Sutter County Superior Court
Parsky,Laura,H,San Diego County Superior Court
Pastor,Michael,None,Los Angeles County Superior Court
Pastran Jr.,Armando,None,Alameda County Superior Court
Patton,Scott,D,Alameda County Superior Court
Paul,Kelley,None,Santa Clara County Superior Court
Peariso,Kristi,None,Ventura County Superior Court
Peel,Richard,V,San Bernardino County Superior Court
Pegg,Lori,E,Santa Clara County Superior Court
Pekin,Patrick,M,Mendocino County Superior Court
Pellman,Amy,M,Los Angeles County Superior Court
Pena Jr.,Rosendo,None,"Court of Appeal, Fifth District"
Pendergast,William,J,Solano County Superior Court
Penney,Jeffrey,S,Placer County Superior Court
Penny,Brenda,J,Los Angeles County Superior Court
Pennypacker,Evette,Dionna,Santa Clara County Superior Court
Perantoni,Matthew,C,Riverside County Superior Court
Pereda,David,None,Alameda County Superior Court
Perez,Javier,None,Los Angeles County Superior Court
Perez,Joe,T,Orange County Superior Court
Perez,Michael,E,Orange County Superior Court
Perluss,Dennis,M,"Court of Appeal, Second District"
Peron,Gayle,L,San Luis Obispo County Superior Court
Pesce,Jamie,None,El Dorado County Superior Court
Peters,Elaine Mandel,None,Los Angeles County Superior Court
Petersen,Mark,E,Riverside County Superior Court
Peterson,Elizabeth,C.,Santa Clara County Superior Court
Petrou,Ioana,None,"Court of Appeal, First District"
Pfahler,Stephen,P,Los Angeles County Superior Court
Pham,Cheri,None,Orange County Superior Court
Phillips,Bradley,None,Los Angeles County Superior Court
Pineschi,Alan,None,Placer County Superior Court
"Pippins, Jr.",Victor,N.,San Diego County Superior Court
Place,Stephen,Mark,Inyo County Superior Court
Plourd,Christopher,J,Imperial County Superior Court
Polk,Gary,L,Riverside County Superior Court
Pollack,Gregory,W,San Diego County Superior Court
Poncin,Lynn,M,San Bernardino County Superior Court
Poochigian,Charles,S,"Court of Appeal, Fifth District"
Popkins,Michael,J,San Diego County Superior Court
Porras,Joseph,R,Los Angeles County Superior Court
Powazek,Harry,L,San Diego County Superior Court
Powell,Michael,None,Los Angeles County Superior Court
Powell,Sherry,L,Los Angeles County Superior Court
Powell,William,J,San Bernardino County Superior Court
Pratt,Catherine,J,Los Angeles County Superior Court
Pritchard,Kenneth,G,Kern County Superior Court
Priver,Laura,F,Los Angeles County Superior Court
Pro,John,G.,San Diego County Superior Court
Proietti,Donald,J,Merced County Superior Court
Prouty,Douglas,M,Plumas County Superior Court
Puente-Porras,Maria,None,Los Angeles County Superior Court
Pulido,Stephen,M,Alameda County Superior Court
Pulliam,Joshlyn,Renee,Riverside County Superior Court
Pulos,Michael,None,San Diego County Superior Court
Pulskamp,Gregory,A.,Kern County Superior Court
Puri,Vedica,None,San Francisco County Superior Court
Quan,Wiliam,D,Imperial County Superior Court
Quinn,Joseph,M,San Francisco County Superior Court
Quinones,Connie,R,Los Angeles County Superior Court
Ralphs,Mark,A,El Dorado County Superior Court
Ramirez,Danielle,Y.,San Joaquin County Superior Court
Ramirez,Manuel,A,"Court of Appeal, Fourth District"
Ramirez,Nancy,A,Los Angeles County Superior Court
Ramos,Luis,M.,Santa Clara County Superior Court
Randle,Murlene,J,San Francisco County Superior Court
Raphael,Michael,J,"Court of Appeal, Fourth District"
Raphael,Tony,None,San Bernardino County Superior Court
Rappe,Curtis,None,Los Angeles County Superior Court
Rattu,Satnam,None,Sacramento County Superior Court
Reali-Ferrari,Daniela,None,San Diego County Superior Court
Reardon,Sharon,M,San Francisco County Superior Court
Reardon,Thomas,M,Alameda County Superior Court
Recana,Julian,C,Los Angeles County Superior Court
Recana,Mel,R,Los Angeles County Superior Court
Recio,Sheila,O,Orange County Superior Court
Reed,Melinda,None,Tulare County Superior Court
Rees,Annette,Elaine,Stanislaus County Superior Court
Reeves,Dawna,F,Stanislaus County Superior Court
Reilly,James,R,Alameda County Superior Court
Reinert,David,K.,Los Angeles County Superior Court
Reinhart,Michael,J,Kings County Superior Court
Renner,Jonathan,K,"Court of Appeal, Third District"
Revel,Marsha,N,Los Angeles County Superior Court
Reyes,Antonio,A,Tulare County Superior Court
Reyes II,Benjamin,T,Contra Costa County Superior Court
Reyna,Renee,Celeste,San Mateo County Superior Court
Rhoads,Michael,P.,San Francisco County Superior Court
Rhyne,Wade,M.,Contra Costa County Superior Court
Ricciardulli,Alex,None,Los Angeles County Superior Court
Rice,Stuart,M,Los Angeles County Superior Court
Richardson,Anne,K,Los Angeles County Superior Court
Richardson,Paul,K,Yolo County Superior Court
Richardson,Tony,L,Los Angeles County Superior Court
Richman,Craig,R,Los Angeles County Superior Court
Richman,James,A,"Court of Appeal, First District"
Riebli,Frank,None,Contra Costa County Superior Court
Riemer,Craig,G,Riverside County Superior Court
Riff,Lawence,P,Los Angeles County Superior Court
Rigali,James,None,Santa Barbara County Superior Court
Rigby,Katherine M,None,Madera County Superior Court
Rios,Dora,M,Solano County Superior Court
Rivamonte,Ian,A.,Monterey County Superior Court
Rizo,Susanne,None,Inyo County Superior Court
Robert Gordon,Alexandra,None,San Francisco County Superior Court
Roberts,Gary,None,Los Angeles County Superior Court
Roberts,Kathleen,E,Orange County Superior Court
Roberts,Terrie,E,San Diego County Superior Court
Roberts,Timothy,P,Monterey County Superior Court
Robie,Ronald,B,"Court of Appeal, Third District"
Robinson,Alana,Wong,San Diego County Superior Court
Robinson,Jay,H.,San Bernardino County Superior Court
Robinson,Karen L.,None,Orange County Superior Court
Rockwell,Jennifer,K,Sacramento County Superior Court
Rodrigo,Aruna,Priyadeva,San Bernardino County Superior Court
Rodriguez,Elizabet,None,Kern County Superior Court
Rodriguez,Gilbert,None,Los Angeles County Superior Court
Rodriguez,Jesus,A,Butte County Superior Court
Rodriguez,Jose,Omar,San Benito County Superior Court
Rodriguez,Lisa,R,San Diego County Superior Court
Rodriguez,Melissa,Anne,San Bernardino County Superior Court
Rodriguez,Victor,None,"Court of Appeal, First District"
Roeca,Russ,None,San Francisco County Superior Court
Roesch,Frank,None,Alameda County Superior Court
Rogan,James,E,Orange County Superior Court
Rogan,Lisa,M,San Bernardino County Superior Court
Roman,Gregorio,None,Los Angeles County Superior Court
Romero,Gilbert,A,Ventura County Superior Court
Rosales,Olivia,None,Los Angeles County Superior Court
Rosen,Anne-Marie,Sax,Santa Clara County Superior Court
Rosen,David,A,Los Angeles County Superior Court
Rosenberg,David,None,Yolo County Superior Court
Rosenberg,Kevin,S,Los Angeles County Superior Court
Rosenbloom,Jonathan,None,Los Angeles County Superior Court
Rosenstein,Paula,S,San Diego County Superior Court
Ross,Jeffrey,S,San Francisco County Superior Court
Rothschild,Frances,None,"Court of Appeal, Second District"
Rowe,Erin,None,Orange County Superior Court
Roxas,Adrian,None,Los Angeles County Superior Court
Rubin,Laurence,D,"Court of Appeal, Second District"
Rubinson,Thomas,None,Los Angeles County Superior Court
Rudy,Christopher,G,Santa Clara County Superior Court
Rushton,Michael,J,Riverside County Superior Court
Ryan,Adam,Blake,Shasta County Superior Court
Ryan,Summer,None,Shasta County Superior Court
Ryan,William,C,Los Angeles County Superior Court
Ryu,Tammy,C,Los Angeles County Superior Court
Saban,Panteha,None,Santa Clara County Superior Court
Sabo,Anthony,J,Ventura County Superior Court
Sachs,Michael,A,San Bernardino County Superior Court
Sadler,William,L,Los Angeles County Superior Court
Saito,Timothy,R,Los Angeles County Superior Court
Salkin,Valerie,None,Los Angeles County Superior Court
Salter,Glenn,R,Orange County Superior Court
Samuels,Shellie,L,Los Angeles County Superior Court
Sanchez,Deborah,L,Los Angeles County Superior Court
Sanchez,Maurice,None,"Court of Appeal, Fourth District"
Sanchez DuFour,Robert,None,Los Angeles County Superior Court
Sanders,David,M,Calaveras County Superior Court
Sanderson,Houry Alanjian,None,Fresno County Superior Court
Sandhu,Sonny,S.,Stanislaus County Superior Court
Sandoval,Gerardo,None,San Francisco County Superior Court
Sandvig,Melvin,D,Los Angeles County Superior Court
Santiso,Jannet,Perez,Los Angeles County Superior Court
Santos,Virna,L.,Fresno County Superior Court
Sato,Stephanie,None,Alameda County Superior Court
Sauceda,Amparo,V,Los Angeles County Superior Court
Sawtelle,Ernest,W,Sacramento County Superior Court
Scaduto,Lynn,None,Los Angeles County Superior Court
Scanlon,Patricia,M,Contra Costa County Superior Court
Scarbrough,Eric,D.,Orange County Superior Court
Scheper,Barbara,None,Los Angeles County Superior Court
Scherling,John,B,San Diego County Superior Court
Schmal,Timothy,J,Santa Cruz County Superior Court
Schneider,Alan,K,Los Angeles County Superior Court
Schneider Jr.,Wilfred,J,San Bernardino County Superior Court
Schuett,Stephen,D,Kern County Superior Court
Schulman,Ethan,P,San Francisco County Superior Court
Schwarm,Walter,P,Orange County Superior Court
Schwartz,Bernard,J,Riverside County Superior Court
Schwartz,Karin,S.,Alameda County Superior Court
Schwartz,Keith,L,Los Angeles County Superior Court
Schwarz,Shawna,M,Santa Clara County Superior Court
Scott,Nathan,R,Orange County Superior Court
Scott,Stuart,J,Santa Clara County Superior Court
Scrogin,Julia,L,Yuba County Superior Court
Scully,Elizabeth,None,Los Angeles County Superior Court
Seabolt,Richard,L,Alameda County Superior Court
Seave,Paul,L,Sacramento County Superior Court
Seeley,Scott,Edward,San Bernardino County Superior Court
Segal,John,L.,"Court of Appeal, Second District"
Segall,Wendy,E.,Los Angeles County Superior Court
Segura,Daniel,None,San Diego County Superior Court
Seibert,Kevin,M,Tuolumne County Superior Court
Seigle,Laura,A,Los Angeles County Superior Court
Sekany,Amy,None,Alameda County Superior Court
Seligman,Brad,None,Alameda County Superior Court
Seng,Jana,None,Los Angeles County Superior Court
Sepe-Wiesenfeld,Lisa,K,Los Angeles County Superior Court
Ser,Susan,None,Los Angeles County Superior Court
Serna,Robert,None,Los Angeles County Superior Court
Servino,Deborah,Chuang,Orange County Superior Court
Sevely,Cynthia,A,Santa Clara County Superior Court
Seymour,Shelly,A,Merced County Superior Court
Shaller,Frederick,C,Los Angeles County Superior Court
Shamoon,Polly,H,San Diego County Superior Court
Shanahan,Victoria,None,Mendocino County Superior Court
Sheibani,Saba,None,San Diego County Superior Court
Sheinbaum,Jordan,None,Santa Cruz County Superior Court
Shelton,Roderick,W,San Diego County Superior Court
Sherman,Randall,J,Orange County Superior Court
Shirk,Jennifer,None,Tulare County Superior Court
Shore,Howard,H,San Diego County Superior Court
Short,Michelle,S,Los Angeles County Superior Court
Shouka,Samah,None,Riverside County Superior Court
Shubin,Dorothy,L,Los Angeles County Superior Court
Shultz,Michael,J,Los Angeles County Superior Court
Siegel,Stephen,S,Santa Cruz County Superior Court
Silberman,Harvey,A,Los Angeles County Superior Court
Simmons,Kelly,A,Marin County Superior Court
Simonds,Dana,B,Sonoma County Superior Court
Simons,Mark,B,"Court of Appeal, First District"
Sinclair,Joni,I,San Bernardino County Superior Court
Sinfield,Lily,L,San Bernardino County Superior Court
Singerton,Mark,Edward,Riverside County Superior Court
Singley,Steven,J,San Bernardino County Superior Court
Sirna,Salvatore,T,Los Angeles County Superior Court
Sivilla-Jones,Rafael,A,Santa Clara County Superior Court
Skiles,Jonathan,M,Fresno County Superior Court
Skillern,Veronica,None,Alameda County Superior Court
Skillman,Jonathan,W,Tehama County Superior Court
Slocum,Steven,K.,Merced County Superior Court
Slough,Marsha,G,"Court of Appeal, Fourth District"
Sloven,Linda,J,Nevada County Superior Court
Small,Michael,C,Los Angeles County Superior Court
Smalling,Patrick,James,San Joaquin County Superior Court
Smerling,Terry,None,Los Angeles County Superior Court
Smiley,Charles,A,Alameda County Superior Court
Smith,Cynthia,P.,Napa County Superior Court
Smith,Emma,C,Riverside County Superior Court
Smith,J. Christopher,None,Los Angeles County Superior Court
Smith,Kawika,None,San Bernardino County Superior Court
Smith,M. Bruce,None,"Court of Appeal, Fifth District"
Smith,Spurgeon,E,Los Angeles County Superior Court
Smith,T.,Mark,Kern County Superior Court
Smyth,Michael,T,San Diego County Superior Court
Snauffer,Mark,W,"Court of Appeal, Fifth District"
Sokolov,Thomas,None,Los Angeles County Superior Court
Soldati,John,R,San Joaquin County Superior Court
Solga,Joseph,J.,Napa County Superior Court
Solorzano,Kathryn,A,Los Angeles County Superior Court
Sortino,Douglas,W,Los Angeles County Superior Court
Soto,Philip,L,Los Angeles County Superior Court
Souers,Scott,W,Alpine County Superior Court
Southworth,Peter,K.,Sacramento County Superior Court
Spain,Julia,None,Alameda County Superior Court
Spear,Emily,T.,Los Angeles County Superior Court
Speiller,Stacy,P,Stanislaus County Superior Court
Stainfield,Bryan,K,Kern County Superior Court
Stamen,Randall,S.,Riverside County Superior Court
Stark,Nancy,D,Contra Costa County Superior Court
Steckler,Andrew,A,Alameda County Superior Court
Steiner,Scott,A,Orange County Superior Court
Stennis,Kevin,P,Los Angeles County Superior Court
Stephens,Carrie,M,Stanislaus County Superior Court
Sterling III,Otis,None,Riverside County Superior Court
Stern,Douglas,W,Los Angeles County Superior Court
Stern,Michael,L,Los Angeles County Superior Court
Sterne,Colleen,K,Santa Barbara County Superior Court
Stevens,Thomas,E,Alameda County Superior Court
Steward,Steven,Marcus,Humboldt County Superior Court
Stewart,Therese,M,"Court of Appeal, First District"
Stodghill,Bryan,K,San Bernardino County Superior Court
Stone,Jason,Louis,Riverside County Superior Court
Stone,Natalie,None,Los Angeles County Superior Court
Stone,Steven,E,San Diego County Superior Court
Strassner,Lisa,M,Los Angeles County Superior Court
Stratton,Maria,Elena,"Court of Appeal, Second District"
Streeter,Jon,None,"Court of Appeal, First District"
Strickroth,Michael,None,Orange County Superior Court
Stuart,David,W,Los Angeles County Superior Court
Sturgeon,Eddie,C,San Diego County Superior Court
Sueyoshi,Richard,K,Sacramento County Superior Court
Sullivan,Teresa,A,Los Angeles County Superior Court
Sumner,Allen,H,Sacramento County Superior Court
Sun,Linda,L,Los Angeles County Superior Court
Sundeen,Ruben,None,Alameda County Superior Court
Swain,Julie,Anne,Orange County Superior Court
Sweet,Andrew,E,Marin County Superior Court
Sweet,Michael,W,Sacramento County Superior Court
Swift,David,Wesley,Los Angeles County Superior Court
Swope III,Virgil,R,San Mateo County Superior Court
Swysen,Catherine,J,San Luis Obispo County Superior Court
Sykes,Daphne,S,Orange County Superior Court
Sylva,Julianne,None,Santa Clara County Superior Court
Syren,Gregory,A,Alameda County Superior Court
Sztraicher,Gustavo,N,Los Angeles County Superior Court
Takaichi,Drew,C,Santa Clara County Superior Court
Takasugi,Jon,R,Los Angeles County Superior Court
Talamantes,Mark,A,Marin County Superior Court
Talley,Jill,H.,Sacramento County Superior Court
Tamzarian,Armen,None,Los Angeles County Superior Court
Tañada,Stephanie,None,San Bernardino County Superior Court
Tanaka,Gary,Y,Los Angeles County Superior Court
Tapia II,Sergio,C,Los Angeles County Superior Court
Tavelman,Frank,None,Los Angeles County Superior Court
Tavill,Gregory,S,San Bernardino County Superior Court
Taylor,Chestopher,L,Los Angeles County Superior Court
Taylor,Eric,None,Los Angeles County Superior Court
Taylor,Timothy,B,San Diego County Superior Court
Taylor,Tricia,None,Los Angeles County Superior Court
Tedmon,Scott,L.,Sacramento County Superior Court
Terrell,Michael,None,Los Angeles County Superior Court
Terrence,William,None,Fresno County Superior Court
Tharpe,Daniel,T,Fresno County Superior Court
Thomasson,Lauren,P,San Joaquin County Superior Court
Thompson,Andrea,C,Los Angeles County Superior Court
Thompson,Jeffrey,A,Colusa County Superior Court
Thompson,John,M,San Diego County Superior Court
Thompson,Nicholas,S,Orange County Superior Court
Thompson,Patrick,S.,San Francisco County Superior Court
Thompson-Taylor,Sherry,None,San Diego County Superior Court
Thomsen,B. Scott,None,Nevada County Superior Court
Thornton-Harris,Stephanie,None,San Bernardino County Superior Court
Tice-Raskin,S.,Robert,Nevada County Superior Court
Tillmon,Bobbi,None,Los Angeles County Superior Court
Titus,Patricia,J,Los Angeles County Superior Court
Tong,Michelle,May,San Francisco County Superior Court
Torrealba,Leonard,None,Los Angeles County Superior Court
Torrealba,Shelly,B,Los Angeles County Superior Court
Torres,Victor,M.,San Diego County Superior Court
Torres,Yolanda,V,Orange County Superior Court
Towns,Christian,None,San Bernardino County Superior Court
Townsend,Susan,J,Los Angeles County Superior Court
Traber,Theresa,M,Los Angeles County Superior Court
Treat,Charles,S,Contra Costa County Superior Court
Trendacosta,Anthony,A,Los Angeles County Superior Court
Trentacosta,Robert,J,San Diego County Superior Court
Trevino,Delia,None,Alameda County Superior Court
Trimble,Jennifer,None,Merced County Superior Court
Trinh,Leonard,N.,San Diego County Superior Court
Tripp,Ricky,None,Tulare County Superior Court
Truong,Terry,T,Los Angeles County Superior Court
Tsao,Lee,W,Los Angeles County Superior Court
Tucher,Alison,M,"Court of Appeal, First District"
Tulcan,David,Kyle,San Bernardino County Superior Court
Twisselman II,Kenneth,C,Kern County Superior Court
Tyler,Christine,Rodriguez,Los Angeles County Superior Court
Ueda,Kara,K.,Sacramento County Superior Court
Ufland,Antony,None,Orange County Superior Court
Ulmer,Richard,B,San Francisco County Superior Court
Umeda,Charles,J,San Bernardino County Superior Court
Urioste,Mark,Andrew,Sonoma County Superior Court
Usher,Pamela,T,Los Angeles County Superior Court
uzcategui, jessica, None, Los Angeles County Superior Court
Valencia,Jesus,None,Santa Clara County Superior Court
Vallarta,Vanessa,W,Monterey County Superior Court
Valle,Fernando,None,Orange County Superior Court
Van Aken,Christine,None,San Francisco County Superior Court
Van Camp,Scott,None,Orange County Superior Court
van Rooyen,Craig,B,San Luis Obispo County Superior Court
Vander Feer,John,P,San Bernardino County Superior Court
Vanderet,Robert,C,Los Angeles County Superior Court
Varela,Carlos,None,San Diego County Superior Court
Vazquez,R,None,Monterey County Superior Court
Veals,Craig,None,Los Angeles County Superior Court
Verastegui,Yvette,None,Los Angeles County Superior Court
Vicencia,Michael,P,Los Angeles County Superior Court
Villalobos,Anthony,R,Riverside County Superior Court
Villalobos,Michael,None,Los Angeles County Superior Court
Villalobos,Ruben,A,Stanislaus County Superior Court
Villanueva,Pamela,M.,Los Angeles County Superior Court
Villapudua,Xapuri,B,San Joaquin County Superior Court
Villar,Mary Lou,None,Los Angeles County Superior Court
Villeza,Rob,B,Los Angeles County Superior Court
Vineyard,John,W,Riverside County Superior Court
Vinluan,Jerry,Bustos,Santa Cruz County Superior Court
Viramontes,Victor,None,"Court of Appeal, Second District"
Vlavianos,Richard,A,San Joaquin County Superior Court
Voelker,Catherine,Marie,Ventura County Superior Court
Vogt,John,F,Fresno County Superior Court
Vogt,Sosi,C.,Madera County Superior Court
Volkmann,Timothy,R,Santa Cruz County Superior Court
Von Kalinowski,Sim,None,San Diego County Superior Court
Vu,Nathan,Nhan,Orange County Superior Court
Wada,Robert,S,Los Angeles County Superior Court
Wagner,Megan,None,Orange County Superior Court
Walgren,David,B,Los Angeles County Superior Court
Wallenstein,Joel,M,Los Angeles County Superior Court
Walmark,Richard,F,Los Angeles County Superior Court
Walsh,Henry,None,Ventura County Superior Court
Walsh,Timothy,R,San Diego County Superior Court
Walton,Laura,R,Los Angeles County Superior Court
Waltz,James,L,Orange County Superior Court
Warren,Jeanmarie,None,Los Angeles County Superior Court
Washington,Lisa,Roseann,Los Angeles County Superior Court
Washington,Michael,D,San Diego County Superior Court
Wasserman,Fumiko,H,Los Angeles County Superior Court
Waters,Robert,Tucker,San Joaquin County Superior Court
Watkins,Shirley,K,Los Angeles County Superior Court
Wayser,Joshua,D,Los Angeles County Superior Court
Weathers,Theodore,M,San Diego County Superior Court
Weber,Joan,P,San Diego County Superior Court
Weber,Kendra,D,Kings County Superior Court
Webster,Jason,W.,Kern County Superior Court
Weil,Edward,G,Contra Costa County Superior Court
Weinberger,William,None,Los Angeles County Superior Court
Weiner,Marie,S,San Mateo County Superior Court
Weiner,Timothy,M,Los Angeles County Superior Court
Weingart,Gregory,None,"Court of Appeal, Second District"
Weinreb,Brad,A,San Diego County Superior Court
Weis Birnstein,Lauren Lee,None,Los Angeles County Superior Court
Weller,John,Charles,Los Angeles County Superior Court
Wells,Ryan,I,Fresno County Superior Court
Wendler,Michael,None,San Mateo County Superior Court
Weng-Gutierrez,Julie,None,Sacramento County Superior Court
Wersching,Eric,None,Orange County Superior Court
West,Katrina,None,San Bernardino County Superior Court
Westbrook,Kellee,C,Stanislaus County Superior Court
Westbrook,Robert,B,Stanislaus County Superior Court
Whalen Jr.,Robert,M,Fresno County Superior Court
Whilden,Heidi,K,Monterey County Superior Court
Whitaker,Michael,E,Los Angeles County Superior Court
White,Kerry,None,Los Angeles County Superior Court
White,Laurel,D,Sacramento County Superior Court
White,Stephen,W,Sacramento County Superior Court
Whitman,Jenna,None,Alameda County Superior Court
Whitney,Richard,S,San Diego County Superior Court
WiddiField,Melissa,N,Los Angeles County Superior Court
Widman,Joseph,None,San Bernardino County Superior Court
Wiese,Stacy,None,Los Angeles County Superior Court
Wilcox,Wendy,Leigh,Los Angeles County Superior Court
Wiley,Monica,F,San Francisco County Superior Court
Wiley Jr.,John,S,"Court of Appeal, Second District"
Wilkerson,John,Michael,San Bernardino County Superior Court
Williams,Allison,M.,Sacramento County Superior Court
Williams,Helen,E,Santa Clara County Superior Court
Williams,Janice,M.,Solano County Superior Court
Williams,Ryan,None,Los Angeles County Superior Court
Wills,Thomas,W,Monterey County Superior Court
Wilson,Charles,E,"Court of Appeal, Sixth District"
Wilson,Geoffrey,D.,Fresno County Superior Court
Wilson,Peter,J,Orange County Superior Court
Wilson,Victoria,None,Los Angeles County Superior Court
Wilson Jr.,Harold,T,San Bernardino County Superior Court
Windham,Mark,E,Los Angeles County Superior Court
Wirtschafter,Benjamin,Z,Yuba County Superior Court
Wise,Noel,None,Alameda County Superior Court
Wiss,Mary,E,San Francisco County Superior Court
Wohlfeil,Joel,R,San Diego County Superior Court
Wolf,David,None,Kern County Superior Court
Wolfe,Robin,None,Tulare County Superior Court
Wolk,Daniel,None,Yolo County Superior Court
Wong,Garrett,L,San Francisco County Superior Court
Wood,Beverly,None,Marin County Superior Court
Wood,Marie,E.,Riverside County Superior Court
Wood,Tamara,L,Shasta County Superior Court
Wood,Victoria,None,Napa County Superior Court
Wood,William,Y,San Diego County Superior Court
Woods,Braden,C,San Francisco County Superior Court
Woods,Laura,S,Tehama County Superior Court
Worley,David,R,Ventura County Superior Court
Wright,Ryan,J,Ventura County Superior Court
Wright,Victor,L,Los Angeles County Superior Court
Yabuno,Robert,G,San Bernardino County Superior Court
Yang,Bryant,None,Los Angeles County Superior Court
Yang,Jerry,Chenwei,Riverside County Superior Court
Yang,Scott,Andrew,Los Angeles County Superior Court
Yap,Julie,Grace,Sacramento County Superior Court
Yaroslavsky,David,None,Los Angeles County Superior Court
Yegan,Kenneth,R,"Court of Appeal, Second District"
Yellin,Lawrence,None,Orange County Superior Court
Yep,Brian,C,Los Angeles County Superior Court
Yerkey,Amy,C,Los Angeles County Superior Court
Yew,Erica,R,Santa Clara County Superior Court
Young,Ayana,None,Contra Costa County Superior Court
Young,Bruce,A,Ventura County Superior Court
Young,Lowynn,None,Los Angeles County Superior Court
Young,Mark,A,Los Angeles County Superior Court
Young,Patricia,A,Los Angeles County Superior Court
Young,Scott,R. L.,Napa County Superior Court
Yriarte,Geanene,M,Los Angeles County Superior Court
Zacky,Hayden,A,Los Angeles County Superior Court
Zapanta,Rohanee,None,San Diego County Superior Court
Zayner,Theodore,C,Santa Clara County Superior Court
Zecher,Vanessa,A,Santa Clara County Superior Court
Zeidler,Daniel,Zeke,Los Angeles County Superior Court
Zendejas,Esmeralda,None,San Joaquin County Superior Court
Zepeda,Francine,None,Fresno County Superior Court
Zepeda-Madrid,Carrie,A,Santa Clara County Superior Court
Zidbeck,William,Scott,Orange County Superior Court
Zimel,Jeffrey,Mark,Riverside County Superior Court
Zitny,John,R,Orange County Superior Court
Zukin,Helen,None,Los Angeles County Superior Court
Zulfa,David,R,Kern County Superior Court
